industria_clean,sugerencia_top,score_top,cand_1,score_1,cand_2,score_2,cand_3,score_3,cand_4,score_4,cand_5,score_5
fabricacion de bandas y mangueras de hule y plastico,,,Servicios y Tecnologías de la Información,50.0,Logística y Cadena de Suministro,48.10126582278481,Banca de Inversión,40.0,"Sanidad, Bienestar y Ejercicio",38.96103896103896,Consultoría de Gestión,37.68115942028985
fabricacion de banderas y otros productos textiles no clasificados en otra parte clasificada por scian 314999,,,Servicios y Tecnologías de la Información,33.33333333333333,Logística y Cadena de Suministro,31.205673758865245,Venta al por Mayor,28.57142857142857,Hospitales y Atención Sanitaria,27.14285714285714,Productos Farmacéuticos,25.75757575757575
fabricacion de barras de acero,,,Desarrollo de Software,44.89795918367347,Banca de Inversión,44.44444444444444,Servicios Públicos,44.44444444444444,Servicios Profesionales,44.0,Logística y Cadena de Suministro,40.67796610169491
fabricacion de bebida,,,Servicios Públicos,46.15384615384615,Telecomunicaciones,46.15384615384615,Servicios Profesionales,45.45454545454545,Desarrollo de Software,41.86046511627907,Logística y Cadena de Suministro,41.509433962264154
fabricacion de bebidas,,,Servicios Públicos,50.0,Servicios Profesionales,48.888888888888886,Telecomunicaciones,45.0,Desarrollo de Software,40.90909090909091,Logística y Cadena de Suministro,40.74074074074074
fabricacion de bombas hidraulicas,,,Servicios y Tecnologías de la Información,43.24324324324324,Servicios Públicos,43.13725490196079,Productos Farmacéuticos,39.285714285714285,Servicios Profesionales,39.285714285714285,Telecomunicaciones,39.21568627450981
fabricacion de bombas y sistemas de bombeo,,,Servicios y Tecnologías de la Información,47.5,Logística y Cadena de Suministro,45.070422535211264,Servicios Profesionales,38.70967741935484,Servicios Públicos,38.59649122807018,Telecomunicaciones,38.59649122807018
fabricacion de calzado,,,Desarrollo de Software,45.45454545454545,Banca de Inversión,45.0,Servicios Públicos,45.0,Telecomunicaciones,45.0,Consultoría de Gestión,40.90909090909091
fabricacion de calzado con corte de piel y cuero,,,Logística y Cadena de Suministro,44.15584415584416,Servicios y Tecnologías de la Información,41.86046511627907,Telecomunicaciones,38.095238095238095,"Sanidad, Bienestar y Ejercicio",37.333333333333336,Desarrollo de Software,35.82089552238806
fabricacion de calzado deportivo,,,Desarrollo de Software,40.74074074074074,Logística y Cadena de Suministro,40.625,Banca de Inversión,40.0,Servicios Profesionales,40.0,Servicios Públicos,40.0
fabricacion de cemento,,,Telecomunicaciones,50.0,Consultoría de Gestión,45.45454545454545,Servicios Públicos,45.0,"Sanidad, Bienestar y Ejercicio",42.30769230769231,Desarrollo de Software,40.90909090909091
fabricacion de cereales para el desayuno,,,Telecomunicaciones,41.37931034482759,Servicios Profesionales,41.26984126984127,"Sanidad, Bienestar y Ejercicio",40.0,Servicios y Tecnologías de la Información,39.50617283950617,Logística y Cadena de Suministro,38.888888888888886
fabricacion de cilindros de impresion,,,Servicios Públicos,46.15384615384615,Consultoría de Gestión,42.857142857142854,Logística y Cadena de Suministro,42.42424242424242,Banca de Inversión,42.30769230769231,Educación Superior,42.30769230769231
fabricacion de componentes aeroespaciales y de aviacion,,,Servicios y Tecnologías de la Información,47.31182795698925,Hospitales y Atención Sanitaria,45.78313253012048,Servicios Profesionales,42.666666666666664,Logística y Cadena de Suministro,40.476190476190474,Telecomunicaciones,40.0
fabricacion de componentes de motores aeronauticos,,,Productos Farmacéuticos,45.714285714285715,Telecomunicaciones,43.07692307692308,Logística y Cadena de Suministro,43.037974683544306,Servicios Profesionales,42.857142857142854,Servicios y Tecnologías de la Información,40.90909090909091
fabricacion de componentes electronicos,,,Telecomunicaciones,45.6140350877193,Consultoría de Gestión,42.622950819672134,"Sanidad, Bienestar y Ejercicio",40.57971014492754,Servicios y Tecnologías de la Información,40.0,Desarrollo de Software,39.34426229508197
fabricacion de componentes electronicos y semiconductores para vehiculos,,,Servicios y Tecnologías de la Información,42.47787610619469,Logística y Cadena de Suministro,38.46153846153846,"Sanidad, Bienestar y Ejercicio",35.294117647058826,Productos Farmacéuticos,33.684210526315795,Telecomunicaciones,33.33333333333333
fabricacion de componentes piezas y accesorios para vehiculos de motor,,,Servicios y Tecnologías de la Información,40.74074074074074,"Sanidad, Bienestar y Ejercicio",37.11340206185567,Hospitales y Atención Sanitaria,36.734693877551024,Logística y Cadena de Suministro,36.36363636363637,Servicios Profesionales,35.55555555555556
fabricacion de computadores y equipo periferico,,,Logística y Cadena de Suministro,45.56962025316456,Servicios y Tecnologías de la Información,43.18181818181818,Educación Superior,40.0,Hospitales y Atención Sanitaria,38.46153846153846,Telecomunicaciones,36.92307692307692
fabricacion de cubiertas y camaras,,,"Sanidad, Bienestar y Ejercicio",43.75,Servicios y Tecnologías de la Información,42.666666666666664,Logística y Cadena de Suministro,42.42424242424242,Banca de Inversión,42.30769230769231,Servicios Profesionales,42.10526315789474
fabricacion de electrodomesticos,,,Telecomunicaciones,52.0,Servicios Profesionales,47.27272727272727,Servicios Públicos,44.0,Consultoría de Gestión,40.74074074074074,Desarrollo de Software,40.74074074074074
fabricacion de electrodomesticos equipamiento electrico y electronic,,,Logística y Cadena de Suministro,40.0,Servicios y Tecnologías de la Información,38.53211009174312,Hospitales y Atención Sanitaria,38.38383838383838,"Sanidad, Bienestar y Ejercicio",36.734693877551024,Telecomunicaciones,34.883720930232556
fabricacion de electrodomesticos equipamiento electrico y electronica,,,Logística y Cadena de Suministro,41.584158415841586,Servicios y Tecnologías de la Información,38.18181818181818,Hospitales y Atención Sanitaria,38.0,"Sanidad, Bienestar y Ejercicio",36.36363636363637,Telecomunicaciones,34.48275862068965
fabricacion de electrodomesticos y productos electricos y electronico,,,Servicios y Tecnologías de la Información,38.888888888888886,"Sanidad, Bienestar y Ejercicio",37.11340206185567,Productos Farmacéuticos,35.55555555555556,Telecomunicaciones,35.294117647058826,Hospitales y Atención Sanitaria,34.69387755102041
fabricacion de electrodomesticos y productos electricos y electronicos,,,Servicios y Tecnologías de la Información,40.36697247706422,Productos Farmacéuticos,37.362637362637365,"Sanidad, Bienestar y Ejercicio",36.734693877551024,Logística y Cadena de Suministro,36.0,Servicios Profesionales,35.16483516483517
fabricacion de embalaje y envases,,,Envases y Embalajes,61.53846153846154,Banca de Inversión,47.05882352941177,Logística y Cadena de Suministro,46.15384615384615,Telecomunicaciones,43.13725490196079,"Sanidad, Bienestar y Ejercicio",41.26984126984127
fabricacion de enchufes contactos fusibles y otros accesoriospara instalaciones electricas,,,Logística y Cadena de Suministro,39.34426229508197,Servicios y Tecnologías de la Información,38.16793893129771,Hospitales y Atención Sanitaria,31.404958677685954,Servicios Profesionales,30.088495575221245,Consultoría de Gestión,28.57142857142857
fabricacion de envases de carton,,,Banca de Inversión,51.06382978723404,Servicios Profesionales,50.0,Logística y Cadena de Suministro,42.622950819672134,Telecomunicaciones,42.5531914893617,Envases y Embalajes,41.666666666666664
fabricacion de envases metalicos,,,Telecomunicaciones,48.0,Servicios y Tecnologías de la Información,43.83561643835616,Logística y Cadena de Suministro,43.75,Servicios Profesionales,43.63636363636363,"Sanidad, Bienestar y Ejercicio",41.935483870967744
fabricacion de envases metalicos de calibre ligero,,,Servicios y Tecnologías de la Información,43.18181818181818,Logística y Cadena de Suministro,43.037974683544306,Servicios Profesionales,40.0,Desarrollo de Software,37.68115942028985,Banca de Inversión,36.92307692307692
fabricacion de envases plasticos,,,Logística y Cadena de Suministro,46.875,Telecomunicaciones,44.0,Servicios Profesionales,43.63636363636363,"Sanidad, Bienestar y Ejercicio",41.935483870967744,Servicios y Tecnologías de la Información,41.0958904109589
fabricacion de envases y contenedores de plastico,,,Logística y Cadena de Suministro,46.15384615384615,Servicios y Tecnologías de la Información,43.67816091954023,"Sanidad, Bienestar y Ejercicio",42.10526315789474,Hospitales y Atención Sanitaria,41.55844155844156,Servicios Profesionales,40.57971014492754
fabricacion de envases y embalajes,,,Envases y Embalajes,64.15094339622641,Banca de Inversión,46.15384615384615,Logística y Cadena de Suministro,45.45454545454545,Hospitales y Atención Sanitaria,43.07692307692308,Servicios y Tecnologías de la Información,42.666666666666664
fabricacion de equipamiento medico,,,Telecomunicaciones,46.15384615384615,Servicios y Tecnologías de la Información,42.666666666666664,Logística y Cadena de Suministro,42.42424242424242,Educación Superior,42.30769230769231,Dispositivos Médicos,40.74074074074074
fabricacion de equipo electrico y electronico para vehiculos automotores,,,Servicios y Tecnologías de la Información,40.70796460176991,Logística y Cadena de Suministro,34.61538461538461,"Sanidad, Bienestar y Ejercicio",33.33333333333333,Telecomunicaciones,33.33333333333333,Desarrollo de Software,31.914893617021278
fabricacion de equipo electrico y electronico y sus partes para vehiculos automotores,,,Servicios y Tecnologías de la Información,38.70967741935484,Logística y Cadena de Suministro,31.304347826086953,"Sanidad, Bienestar y Ejercicio",30.088495575221245,Telecomunicaciones,29.702970297029708,Desarrollo de Software,28.57142857142857
fabricacion de equipo medico,,,Educación Superior,47.82608695652174,Telecomunicaciones,47.82608695652174,Dispositivos Médicos,45.833333333333336,Servicios y Tecnologías de la Información,40.57971014492754,Consultoría de Gestión,40.0
fabricacion de equipos de climatizacion y refrigeracion,,,Servicios y Tecnologías de la Información,45.16129032258065,Logística y Cadena de Suministro,42.857142857142854,"Sanidad, Bienestar y Ejercicio",39.02439024390244,Hospitales y Atención Sanitaria,38.55421686746988,Consultoría de Gestión,35.13513513513513
fabricacion de equipos de comunicaciones y transmisores de radio y television,,,Servicios y Tecnologías de la Información,43.63636363636363,Logística y Cadena de Suministro,39.603960396039604,Hospitales y Atención Sanitaria,38.0,Desarrollo de Software,35.16483516483517,"Sanidad, Bienestar y Ejercicio",34.34343434343434
fabricacion de equipos de transporte,,,Desarrollo de Software,47.27272727272727,Educación Superior,43.13725490196079,Telecomunicaciones,43.13725490196079,Logística y Cadena de Suministro,43.07692307692308,Servicios Profesionales,39.285714285714285
fabricacion de equipos electricos,,,Telecomunicaciones,50.98039215686274,Servicios Públicos,47.05882352941177,Servicios Profesionales,42.857142857142854,Servicios y Tecnologías de la Información,40.54054054054054,Consultoría de Gestión,40.0
fabricacion de equipos electrodomesticos,,,Telecomunicaciones,48.275862068965516,Servicios Profesionales,44.44444444444444,Logística y Cadena de Suministro,41.666666666666664,Servicios Públicos,41.37931034482759,Servicios y Tecnologías de la Información,39.50617283950617
fabricacion de equipos informaticos,,,Dispositivos Médicos,43.63636363636363,Logística y Cadena de Suministro,41.791044776119406,Educación Superior,41.509433962264154,Telecomunicaciones,41.509433962264154,Servicios y Tecnologías de la Información,39.473684210526315
fabricacion de equipos y dispositivos de accesibilidad,,,Logística y Cadena de Suministro,45.78313253012048,Dispositivos Médicos,42.25352112676056,Servicios y Tecnologías de la Información,41.30434782608695,Hospitales y Atención Sanitaria,39.02439024390244,Desarrollo de Software,35.61643835616438
fabricacion de exhibidores,,,Servicios Públicos,45.45454545454545,Telecomunicaciones,45.45454545454545,Servicios Profesionales,44.89795918367347,Logística y Cadena de Suministro,37.93103448275862,Consultoría de Gestión,37.5
fabricacion de fertilizantes,,,Banca de Inversión,47.82608695652174,Servicios y Tecnologías de la Información,46.3768115942029,Desarrollo de Software,44.0,Educación Superior,43.47826086956522,Servicios Públicos,43.47826086956522
fabricacion de hilos,,,Educación Superior,47.36842105263158,Telecomunicaciones,47.36842105263158,Servicios y Tecnologías de la Información,45.90163934426229,Logística y Cadena de Suministro,42.30769230769231,Banca de Inversión,42.10526315789474
fabricacion de implementos agricolas,,,Servicios Públicos,44.44444444444444,Servicios Profesionales,44.067796610169495,Servicios y Tecnologías de la Información,41.55844155844156,Desarrollo de Software,41.37931034482759,Logística y Cadena de Suministro,41.1764705882353
fabricacion de insecticidas plaguicidas y productos quimicos de uso agropecuario,,,Logística y Cadena de Suministro,40.36697247706422,Servicios y Tecnologías de la Información,38.983050847457626,Productos Farmacéuticos,34.0,"Sanidad, Bienestar y Ejercicio",33.64485981308411,Hospitales y Atención Sanitaria,31.48148148148148
fabricacion de instrumentos de medicion control navegacion y equipo medico electronico,,,Servicios y Tecnologías de la Información,38.70967741935484,Logística y Cadena de Suministro,33.04347826086956,"Sanidad, Bienestar y Ejercicio",31.858407079646014,Hospitales y Atención Sanitaria,31.578947368421055,Telecomunicaciones,29.702970297029708
fabricacion de jabones y detergentes,,,"Sanidad, Bienestar y Ejercicio",45.45454545454545,Telecomunicaciones,44.44444444444444,Logística y Cadena de Suministro,44.11764705882353,Hospitales y Atención Sanitaria,41.791044776119406,Servicios y Tecnologías de la Información,41.55844155844156
